Date,1 oz,,1/2 oz,,1/4 oz,
,Selling,Buying,Selling,Buying,Selling,Buying
03-Jan-17,"5,478","5,256","2,790","2,628","1,421","1,314"
04-Jan-17,"5,522","5,296","2,813","2,648","1,432","1,324"
05-Jan-17,"5,576","5,351","2,841","2,675","1,447","1,338"
06-Jan-17,"5,611","5,384","2,858","2,692","1,456","1,346"
09-Jan-17,"5,580","5,354","2,843","2,677","1,448","1,339"
10-Jan-17,"5,621","5,391","2,863","2,696","1,458","1,348"
11-Jan-17,"5,645","5,415","2,876","2,708","1,464","1,354"
12-Jan-17,"5,666","5,435","2,887","2,717","1,470","1,359"
13-Jan-17,"5,658","5,427","2,883","2,714","1,468","1,357"
16-Jan-17,"5,699","5,468","2,903","2,734","1,479","1,367"
17-Jan-17,"5,712","5,481","2,910","2,741","1,482","1,370"
18-Jan-17,"5,731","5,500","2,920","2,750","1,487","1,375"
19-Jan-17,"5,690","5,460","2,899","2,730","1,476","1,365"
20-Jan-17,"5,684","5,455","2,896","2,727","1,475","1,364"
23-Jan-17,"5,732","5,500","2,920","2,750","1,487","1,375"
24-Jan-17,"5,731","5,498","2,920","2,749","1,487","1,375"
25-Jan-17,"5,691","5,461","2,899","2,731","1,477","1,365"
26-Jan-17,"5,650","5,419","2,878","2,709","1,466","1,355"
27-Jan-17,"5,585","5,358","2,845","2,679","1,449","1,339"
31-Jan-17,"5,634","5,406","2,870","2,703","1,462","1,352"
02-Feb-17,"5,703","5,469","2,905","2,734","1,480","1,367"
03-Feb-17,"5,708","5,474","2,908","2,737","1,481","1,368"
06-Feb-17,"5,736","5,501","2,922","2,751","1,488","1,375"
07-Feb-17,"5,803","5,566","2,956","2,783","1,506","1,391"
08-Feb-17,"5,808","5,568","2,959","2,784","1,507","1,392"
10-Feb-17,"5,785","5,548","2,947","2,774","1,501","1,387"
13-Feb-17,"5,805","5,567","2,957","2,784","1,506","1,392"
14-Feb-17,"5,795","5,558","2,952","2,779","1,503","1,390"
15-Feb-17,"5,799","5,562","2,954","2,781","1,504","1,390"
16-Feb-17,"5,821","5,584","2,965","2,792","1,510","1,396"
17-Feb-17,"5,857","5,617","2,984","2,809","1,519","1,404"
20-Feb-17,"5,847","5,608","2,979","2,804","1,517","1,402"
21-Feb-17,"5,855","5,617","2,982","2,808","1,519","1,404"
22-Feb-17,"5,849","5,611","2,980","2,806","1,517","1,403"
23-Feb-17,"5,841","5,603","2,976","2,801","1,515","1,401"
24-Feb-17,"5,898","5,652","3,005","2,826","1,530","1,413"
27-Feb-17,"5,927","5,683","3,020","2,841","1,538","1,421"
28-Feb-17,"5,905","5,663","3,008","2,832","1,532","1,416"
01-Mar-17,"5,882","5,637","2,997","2,818","1,526","1,409"
02-Mar-17,"5,895","5,653","3,003","2,826","1,529","1,413"
03-Mar-17,"5,835","5,597","2,973","2,798","1,514","1,399"
06-Mar-17,"5,847","5,608","2,979","2,804","1,517","1,402"
07-Mar-17,"5,795","5,558","2,952","2,779","1,504","1,390"
08-Mar-17,"5,747","5,512","2,928","2,756","1,491","1,378"
09-Mar-17,"5,721","5,488","2,915","2,744","1,484","1,372"
10-Mar-17,"5,681","5,449","2,894","2,724","1,474","1,362"
13-Mar-17,"5,700","5,468","2,904","2,734","1,479","1,367"
14-Mar-17,"5,679","5,447","2,893","2,724","1,473","1,362"
15-Mar-17,"5,664","5,432","2,885","2,716","1,469","1,358"
16-Mar-17,"5,752","5,514","2,931","2,757","1,492","1,378"
17-Mar-17,"5,772","5,533","2,940","2,767","1,497","1,383"
20-Mar-17,"5,802","5,561","2,955","2,780","1,505","1,390"
21-Mar-17,"5,804","5,569","2,957","2,784","1,506","1,392"
22-Mar-17,"5,859","5,620","2,985","2,810","1,520","1,405"
23-Mar-17,"5,857","5,617","2,984","2,809","1,519","1,404"
24-Mar-17,"5,857","5,618","2,984","2,809","1,520","1,404"
27-Mar-17,"5,882","5,641","2,996","2,821","1,526","1,410"
28-Mar-17,"5,872","5,632","2,992","2,816","1,523","1,408"
29-Mar-17,"5,865","5,627","2,988","2,814","1,522","1,407"
30-Mar-17,"5,875","5,635","2,993","2,818","1,524","1,409"
31-Mar-17,"5,841","5,603","2,976","2,801","1,515","1,401"
03-Apr-17,"5,868","5,628","2,989","2,814","1,522","1,407"
04-Apr-17,"5,904","5,663","3,008","2,831","1,532","1,416"
05-Apr-17,"5,907","5,668","3,009","2,834","1,532","1,417"
06-Apr-17,"5,919","5,679","3,015","2,840","1,536","1,420"
07-Apr-17,"5,895","5,654","3,003","2,827","1,529","1,414"
10-Apr-17,"5,910","5,669","3,011","2,834","1,533","1,417"
11-Apr-17,"5,918","5,677","3,015","2,839","1,535","1,419"
12-Apr-17,"6,008","5,764","3,061","2,882","1,559","1,441"
13-Apr-17,"6,047","5,800","3,081","2,900","1,569","1,450"
14-Apr-17,"6,029","5,783","3,071","2,891","1,564","1,446"
17-Apr-17,"6,055","5,809","3,085","2,904","1,571","1,452"
18-Apr-17,"6,001","5,756","3,057","2,878","1,557","1,439"
19-Apr-17,"6,031","5,785","3,073","2,892","1,565","1,446"
20-Apr-17,"5,983","5,739","3,048","2,869","1,552","1,435"
21-Apr-17,"5,983","5,740","3,048","2,870","1,552","1,435"
25-Apr-17,"5,955","5,713","3,034","2,856","1,545","1,428"
26-Apr-17,"5,851","5,614","2,981","2,807","1,518","1,404"
27-Apr-17,"5,849","5,610","2,980","2,805","1,517","1,402"
28-Apr-17,"5,834","5,595","2,972","2,798","1,514","1,399"
02-May-17,"5,788","5,551","2,949","2,776","1,502","1,388"
03-May-17,"5,761","5,525","2,935","2,762","1,495","1,381"
04-May-17,"5,686","5,453","2,897","2,727","1,475","1,363"
05-May-17,"5,653","5,422","2,880","2,711","1,467","1,355"
08-May-17,"5,676","5,444","2,892","2,722","1,473","1,361"
09-May-17,"5,653","5,430","2,880","2,715","1,467","1,357"
11-May-17,"5,620","5,399","2,863","2,699","1,458","1,350"
12-May-17,"5,648","5,424","2,877","2,712","1,465","1,356"
15-May-17,"5,657","5,431","2,882","2,716","1,468","1,358"
16-May-17,"5,638","5,419","2,872","2,709","1,463","1,355"
17-May-17,"5,692","5,468","2,900","2,734","1,477","1,367"
18-May-17,"5,771","5,545","2,940","2,772","1,497","1,386"
19-May-17,"5,748","5,512","2,928","2,756","1,491","1,378"
22-May-17,"5,756","5,530","2,932","2,765","1,493","1,383"
23-May-17,"5,760","5,534","2,934","2,767","1,494","1,384"
24-May-17,"5,712","5,491","2,910","2,746","1,482","1,373"
25-May-17,"5,706","5,486","2,907","2,743","1,480","1,371"
26-May-17,"5,699","5,474","2,903","2,737","1,478","1,368"
29-May-17,"5,746","5,522","2,927","2,761","1,491","1,380"
30-May-17,"5,748","5,525","2,928","2,762","1,491","1,381"
31-May-17,"5,731","5,511","2,919","2,755","1,487","1,378"
01-Jun-17,"5,769","5,541","2,939","2,771","1,497","1,385"
02-Jun-17,"5,748","5,527","2,928","2,763","1,491","1,382"
05-Jun-17,"5,797","5,572","2,953","2,786","1,504","1,393"
06-Jun-17,"5,783","5,558","2,946","2,779","1,500","1,390"
07-Jun-17,"5,852","5,625","2,981","2,812","1,518","1,406"
08-Jun-17,"5,822","5,591","2,966","2,796","1,510","1,398"
09-Jun-17,"5,791","5,566","2,950","2,783","1,502","1,391"
13-Jun-17,"5,728","5,506","2,918","2,753","1,486","1,376"
14-Jun-17,"5,731","5,508","2,920","2,754","1,487","1,377"
15-Jun-17,"5,702","5,476","2,905","2,738","1,479","1,369"
16-Jun-17,"5,685","5,466","2,896","2,733","1,475","1,366"
19-Jun-17,"5,689","5,468","2,898","2,734","1,476","1,367"
20-Jun-17,"5,646","5,429","2,876","2,715","1,465","1,357"
21-Jun-17,"5,661","5,443","2,884","2,722","1,469","1,361"
22-Jun-17,"5,689","5,457","2,898","2,728","1,476","1,364"
28-Jun-17,"5,677","5,457","2,892","2,728","1,473","1,364"
29-Jun-17,"5,698","5,473","2,903","2,736","1,478","1,368"
30-Jun-17,"5,674","5,450","2,891","2,725","1,472","1,362"
03-Jul-17,"5,654","5,434","2,880","2,717","1,467","1,359"
04-Jul-17,"5,581","5,367","2,843","2,683","1,448","1,342"
05-Jul-17,"5,594","5,379","2,850","2,690","1,451","1,345"
06-Jul-17,"5,586","5,370","2,845","2,685","1,449","1,342"
07-Jul-17,"5,568","5,354","2,836","2,677","1,444","1,338"
10-Jul-17,"5,533","5,318","2,819","2,659","1,435","1,329"
11-Jul-17,"5,528","5,316","2,816","2,658","1,434","1,329"
12-Jul-17,"5,552","5,337","2,828","2,669","1,440","1,334"
13-Jul-17,"5,544","5,328","2,824","2,664","1,438","1,332"
14-Jul-17,"5,533","5,318","2,819","2,659","1,436","1,330"
17-Jul-17,"5,593","5,375","2,849","2,688","1,451","1,344"
18-Jul-17,"5,613","5,394","2,859","2,697","1,456","1,349"
19-Jul-17,"5,650","5,432","2,879","2,716","1,466","1,358"
20-Jul-17,"5,645","5,427","2,876","2,713","1,464","1,357"
21-Jul-17,"5,658","5,439","2,883","2,719","1,468","1,360"
24-Jul-17,"5,708","5,486","2,908","2,743","1,481","1,371"
25-Jul-17,"5,692","5,471","2,900","2,736","1,477","1,368"
26-Jul-17,"5,665","5,446","2,886","2,723","1,470","1,362"
27-Jul-17,"5,728","5,506","2,918","2,753","1,486","1,377"
28-Jul-17,"5,719","5,497","2,913","2,748","1,484","1,374"
31-Jul-17,"5,763","5,540","2,936","2,770","1,495","1,385"
01-Aug-17,"5,756","5,533","2,932","2,767","1,493","1,383"
02-Aug-17,"5,762","5,539","2,936","2,769","1,495","1,385"
03-Aug-17,"5,741","5,519","2,925","2,760","1,489","1,380"
04-Aug-17,"5,758","5,535","2,934","2,767","1,494","1,384"
07-Aug-17,"5,714","5,492","2,911","2,746","1,482","1,373"
08-Aug-17,"5,713","5,492","2,910","2,746","1,482","1,373"
09-Aug-17,"5,748","5,526","2,928","2,763","1,491","1,382"
10-Aug-17,"5,801","5,576","2,955","2,788","1,505","1,394"
11-Aug-17,"5,857","5,630","2,984","2,815","1,520","1,407"
14-Aug-17,"5,862","5,634","2,986","2,817","1,521","1,409"
15-Aug-17,"5,823","5,599","2,967","2,800","1,511","1,400"
16-Aug-17,"5,800","5,576","2,955","2,788","1,505","1,394"
17-Aug-17,"5,850","5,623","2,980","2,812","1,518","1,406"
18-Aug-17,"5,870","5,642","2,990","2,821","1,523","1,410"
21-Aug-17,"5,845","5,620","2,978","2,810","1,516","1,405"
22-Aug-17,"5,862","5,635","2,986","2,817","1,521","1,409"
23-Aug-17,"5,839","5,608","2,974","2,804","1,515","1,402"
24-Aug-17,"5,856","5,628","2,983","2,814","1,519","1,407"
25-Aug-17,"5,838","5,611","2,974","2,805","1,514","1,403"
28-Aug-17,"5,851","5,625","2,981","2,812","1,518","1,406"
29-Aug-17,"5,962","5,733","3,037","2,866","1,547","1,433"
30-Aug-17,"5,927","5,697","3,020","2,849","1,538","1,424"
05-Sep-17,"6,039","5,804","3,076","2,902","1,567","1,451"
06-Sep-17,"6,045","5,812","3,079","2,906","1,568","1,453"
07-Sep-17,"5,978","5,745","3,045","2,873","1,551","1,436"
08-Sep-17,"6,007","5,775","3,060","2,887","1,558","1,444"
11-Sep-17,"5,952","5,721","3,032","2,860","1,544","1,430"
12-Sep-17,"5,913","5,683","3,012","2,841","1,534","1,421"
13-Sep-17,"5,942","5,713","3,027","2,857","1,541","1,428"
14-Sep-17,"5,882","5,652","2,997","2,826","1,526","1,413"
18-Sep-17,"5,855","5,628","2,983","2,814","1,519","1,407"
19-Sep-17,"5,818","5,592","2,964","2,796","1,509","1,398"
20-Sep-17,"5,830","5,604","2,970","2,802","1,513","1,401"
21-Sep-17,"5,772","5,547","2,940","2,774","1,497","1,387"
25-Sep-17,"5,745","5,524","2,927","2,762","1,490","1,381"
26-Sep-17,"5,745","5,524","2,927","2,762","1,490","1,381"
27-Sep-17,"5,779","5,554","2,944","2,777","1,499","1,388"
28-Sep-17,"5,745","5,524","2,927","2,762","1,490","1,381"
29-Sep-17,"5,773","5,548","2,941","2,774","1,498","1,387"
02-Oct-17,"5,727","5,504","2,917","2,752","1,486","1,376"
03-Oct-17,"5,712","5,490","2,910","2,745","1,482","1,373"
04-Oct-17,"5,711","2,489","2,909","2,745","1,482","1,372"
05-Oct-17,"5,713","5,491","2,910","2,746","1,482","1,373"
06-Oct-17,"5,696","5,472","2,902","2,736","1,478","1,368"
09-Oct-17,"5,732","5,509","2,920","2,755","1,487","1,377"
10-Oct-17,"5,759","5,536","2,934","2,768","1,494","1,384"
11-Oct-17,"5,769","5,545","2,939","2,773","1,497","1,386"
12-Oct-17,"5,782","5,557","2,945","2,779","1,500","1,389"
13-Oct-17,"5,796","5,566","2,953","2,783","1,504","1,392"
16-Oct-17,"5,826","5,602","2,968","2,801","1,512","1,401"
17-Oct-17,"5,791","5,567","2,950","2,784","1,502","1,392"
19-Oct-17,"5,742","5,519","2,925","2,760","1,490","1,380"
20-Oct-17,"5,779","5,557","2,944","2,779","1,499","1,389"
23-Oct-17,"5,723","5,499","2,915","2,749","1,485","1,375"
24-Oct-17,"5,761","5,537","2,935","2,768","1,495","1,384"
25-Oct-17,"5,731","5,511","2,919","2,755","1,487","1,378"
26-Oct-17,"5,739","5,517","2,924","2,759","1,489","1,379"
27-Oct-17,"5,697","5,478","2,902","2,739","1,478","1,370"
30-Oct-17,"5,721","5,502","2,914","2,751","1,484","1,376"
31-Oct-17,"5,732","5,511","2,920","2,755","1,487","1,378"
01-Nov-17,"5,698","5,479","2,903","2,739","1,478","1,370"
02-Nov-17,"5,727","5,507","2,918","2,754","1,486","1,377"
03-Nov-17,"5,734","5,514","2,921","2,757","1,488","1,378"
06-Nov-17,"5,714","5,493","2,911","2,746","1,482","1,373"
07-Nov-17,"5,738","5,517","2,923","2,759","1,489","1,379"
08-Nov-17,"5,726","5,506","2,917","2,753","1,485","1,376"
09-Nov-17,"5,745","5,524","2,926","2,762","1,490","1,381"
10-Nov-17,"5,725","5,502","2,916","2,751","1,485","1,376"
13-Nov-17,"5,672","5,454","2,890","2,727","1,472","1,364"
14-Nov-17,"5,680","5,462","2,894","2,731","1,474","1,365"
15-Nov-17,"5,681","5,462","2,894","2,731","1,474","1,366"
16-Nov-17,"5,664","5,445","2,885","2,723","1,469","1,361"
17-Nov-17,"5,725","5,502","2,916","2,751","1,485","1,376"
20-Nov-17,"5,703","5,484","2,905","2,742","1,480","1,371"
21-Nov-17,"5,631","5,415","2,869","2,707","1,461","1,354"
22-Nov-17,"5,620","5,401","2,863","2,701","1,458","1,350"
23-Nov-17,"5,611","5,396","2,859","2,698","1,456","1,349"
24-Nov-17,"5,629","5,410","2,867","2,705","1,460","1,352"
27-Nov-17,"5,623","5,407","2,865","2,704","1,459","1,352"
28-Nov-17,"5,656","5,436","2,881","2,718","1,467","1,359"
29-Nov-17,"5,635","5,416","2,871","2,708","1,462","1,354"
30-Nov-17,"5,568","5,351","2,836","2,676","1,444","1,338"
04-Dec-17,"5,533","5,318","2,819","2,659","1,436","1,330"
05-Dec-17,"5,484","5,273","2,794","2,637","1,423","1,318"
06-Dec-17,"5,459","5,248","2,781","2,624","1,416","1,312"
07-Dec-17,"5,469","5,258","2,786","2,629","1,419","1,315"
08-Dec-17,"5,410","5,199","2,756","2,600","1,404","1,300"
11-Dec-17,"5,415","5,205","2,759","2,602","1,405","1,301"
12-Dec-17,"5,371","5,165","2,736","2,582","1,393","1,291"
13-Dec-17,"5,379","5,172","2,740","2,586","1,395","1,293"
14-Dec-17,"5,415","5,206","2,759","2,603","1,405","1,301"
15-Dec-17,"5,428","5,218","2,765","2,609","1,408","1,304"
18-Dec-17,"5,436","5,225","2,769","2,612","1,410","1,306"
19-Dec-17,"5,457","5,248","2,780","2,624","1,416","1,312"
20-Dec-17,"5,464","5,252","2,784","2,626","1,418","1,313"
21-Dec-17,"5,460","5,250","2,781","2,625","1,416","1,312"
22-Dec-17,"5,478","5,265","2,791","2,632","1,421","1,316"
26-Dec-17,"5,507","5,294","2,805","2,647","1,429","1,323"
27-Dec-17,"5,554","5,337","2,829","2,669","1,441","1,334"
28-Dec-17,"5,575","5,358","2,840","2,679","1,446","1,339"
29-Dec-17,"5,580","5,365","2,843","2,683","1,448","1,341"
03-Jan-18,"5,632","5,415","2,869","2,708","1,461","1,354"
04-Jan-18,"5,579","5,362","2,842","2,681","1,447","1,341"
05-Jan-18,"5,608","5,391","2,857","2,696","1,455","1,348"
08-Jan-18,"5,585","5,371","2,845","2,685","1,449","1,343"
09-Jan-18,"5,592","5,377","2,849","2,688","1,451","1,344"
10-Jan-18,"5,577","5,359","2,841","2,680","1,447","1,340"
11-Jan-18,"5,599","5,381","2,853","2,691","1,453","1,345"
12-Jan-18,"5,584","5,369","2,844","2,684","1,449","1,342"
15-Jan-18,"5,622","5,403","2,864","2,701","1,458","1,351"
16-Jan-18,"5,627","5,409","2,867","2,705","1,460","1,352"
17-Jan-18,"5,614","5,395","2,860","2,698","1,456","1,349"
18-Jan-18,"5,582","5,366","2,844","2,683","1,448","1,342"
19-Jan-18,"5,557","5,340","2,831","2,670","1,442","1,335"
22-Jan-18,"5,570","5,353","2,838","2,677","1,445","1,338"
23-Jan-18,"5,563","5,345","2,834","2,673","1,443","1,336"
24-Jan-18,"5,574","5,360","2,840","2,680","1,446","1,340"
25-Jan-18,"5,614","5,398","2,860","2,699","1,456","1,349"
26-Jan-18,"5,563","5,349","2,834","2,675","1,443","1,337"
30-Jan-18,"5,528","5,313","2,816","2,656","1,434","1,328"
01-Feb-18,"5,568","5,351","2,836","2,675","1,444","1,338"
02-Feb-18,"5,557","5,340","2,831","2,670","1,442","1,335"
05-Feb-18,"5,513","5,299","2,808","2,650","1,430","1,325"
06-Feb-18,"5,553","5,339","2,829","2,670","1,441","1,335"
07-Feb-18,"5,497","5,284","2,800","2,642","1,426","1,321"
08-Feb-18,"5,476","5,264","2,790","2,632","1,421","1,316"
09-Feb-18,"5,516","5,301","2,810","2,650","1,431","1,325"
12-Feb-18,"5,495","5,281","2,799","2,640","1,426","1,320"
13-Feb-18,"5,520","5,306","2,812","2,653","1,432","1,327"
14-Feb-18,"5,565","5,349","2,835","2,674","1,444","1,337"
15-Feb-18,"5,590","5,375","2,848","2,687","1,450","1,344"
19-Feb-18,"5,574","5,357","2,840","2,678","1,446","1,339"
20-Feb-18,"5,561","5,347","2,833","2,673","1,443","1,337"
21-Feb-18,"5,510","5,298","2,807","2,649","1,429","1,324"
22-Feb-18,"5,503","5,292","2,804","2,646","1,428","1,323"
23-Feb-18,"5,513","5,301","2,809","2,651","1,430","1,325"
26-Feb-18,"5,515","5,300","2,810","2,650","1,431","1,325"
27-Feb-18,"5,514","5,302","2,809","2,651","1,431","1,325"
28-Feb-18,"5,480","5,269","2,792","2,635","1,422","1,317"
01-Mar-18,"5,486","5,274","2,795","2,637","1,423","1,318"
02-Mar-18,"5,478","5,265","2,791","2,632","1,421","1,316"
05-Mar-18,"5,478","5,264","2,791","2,632","1,421","1,316"
06-Mar-18,"5,467","5,254","2,785","2,627","1,418","1,314"
07-Mar-18,"5,532","5,317","2,818","2,658","1,435","1,329"
08-Mar-18,"5,486","5,272","2,795","2,636","1,423","1,318"
09-Mar-18,"5,481","5,267","2,792","2,633","1,422","1,317"
12-Mar-18,"5,477","5,263","2,790","2,632","1,421","1,316"
13-Mar-18,"5,483","5,268","2,793","2,634","1,423","1,317"
14-Mar-18,"5,473","5,260","2,788","2,630","1,420","1,315"
15-Mar-18,"5,483","5,271","2,793","2,636","1,423","1,318"
16-Mar-18,"5,482","5,270","2,793","2,635","1,422","1,318"
19-Mar-18,"5,449","5,237","2,776","2,619","1,414","1,309"
20-Mar-18,"5,468","5,253","2,785","2,627","1,418","1,313"
21-Mar-18,"5,454","5,241","2,778","2,621","1,415","1,310"
22-Mar-18,"5,519","5,304","2,811","2,652","1,432","1,326"
23-Mar-18,"5,535","5,315","2,820","2,658","1,436","1,329"
26-Mar-18,"5,603","5,384","2,855","2,692","1,454","1,346"
27-Mar-18,"5,574","5,359","2,839","2,680","1,446","1,340"
28-Mar-18,"5,522","5,308","2,813","2,654","1,433","1,327"
29-Mar-18,"5,440","5,222","2,771","2,611","1,411","1,306"
30-Mar-18,"5,440","5,229","2,771","2,614","1,411","1,307"
02-Apr-18,"5,431","5,219","2,767","2,610","1,409","1,305"
03-Apr-18,"5,503","5,285","2,804","2,642","1,428","1,321"
04-Apr-18,"5,463","5,250","2,783","2,625","1,417","1,312"
05-Apr-18,"5,463","5,250","2,783","2,625","1,417","1,313"
06-Apr-18,"5,460","5,247","2,782","2,624","1,417","1,312"
09-Apr-18,"5,465","5,253","2,784","2,627","1,418","1,313"
10-Apr-18,"5,482","5,268","2,793","2,634","1,422","1,317"
11-Apr-18,"5,503","5,290","2,804","2,645","1,428","1,323"
12-Apr-18,"5,557","5,340","2,831","2,670","1,442","1,335"
13-Apr-18,"5,503","5,289","2,804","2,644","1,428","1,322"
16-Apr-18,"5,535","5,320","2,820","2,660","1,436","1,330"
17-Apr-18,"5,552","5,337","2,828","2,668","1,440","1,334"
18-Apr-18,"5,549","5,334","2,827","2,667","1,440","1,333"
19-Apr-18,"5,569","5,353","2,837","2,677","1,445","1,338"
20-Apr-18,"5,550","5,334","2,828","2,667","1,440","1,334"
23-Apr-18,"5,512","5,297","2,808","2,648","1,430","1,324"
24-Apr-18,"5,486","5,271","2,795","2,636","1,423","1,318"
25-Apr-18,"5,514","5,299","2,809","2,649","1,430","1,325"
26-Apr-18,"5,500","5,285","2,802","2,643","1,427","1,321"
27-Apr-18,"5,480","5,267","2,792","2,633","1,422","1,317"
30-Apr-18,"5,505","5,288","2,805","2,644","1,428","1,322"
02-May-18,"5,450","5,233","2,776","2,617","1,414","1,308"
03-May-18,"5,456","5,245","2,780","2,622","1,416","1,311"
04-May-18,"5,482","5,266","2,793","2,633","1,422","1,316"
07-May-18,"5,496","5,283","2,800","2,642","1,426","1,321"
08-May-18,"5,507","5,293","2,805","2,646","1,429","1,323"
14-May-18,"5,585","5,361","2,845","2,681","1,449","1,340"
15-May-18,"5,517","5,298","2,811","2,649","1,431","1,325"
16-May-18,"5,441","5,223","2,772","2,611","1,412","1,306"
17-May-18,"5,437","5,225","2,770","2,613","1,411","1,306"
18-May-18,"5,438","5,227","2,770","2,614","1,411","1,307"
21-May-18,"5,442","5,223","2,772","2,612","1,412","1,306"
22-May-18,"5,452","5,240","2,777","2,620","1,414","1,310"
23-May-18,"5,455","5,241","2,779","2,620","1,415","1,310"
24-May-18,"5,471","5,256","2,787","2,628","1,419","1,314"
25-May-18,"5,502","5,285","2,803","2,643","1,427","1,321"
28-May-18,"5,485","5,272","2,794","2,636","1,423","1,318"
30-May-18,"5,507","5,285","2,805","2,643","1,429","1,321"
31-May-18,"5,508","5,293","2,806","2,647","1,429","1,323"
01-Jun-18,"5,485","5,270","2,794","2,635","1,423","1,317"
04-Jun-18,"5,460","5,247","2,781","2,624","1,416","1,312"
05-Jun-18,"5,445","5,234","2,774","2,617","1,413","1,309"
06-Jun-18,"5,467","5,254","2,785","2,627","1,418","1,314"
07-Jun-18,"5,463","5,252","2,783","2,626","1,417","1,313"
08-Jun-18,"5,481","5,267","2,792","2,634","1,422","1,317"
11-Jun-18,"5,488","5,274","2,796","2,637","1,424","1,319"
12-Jun-18,"5,496","5,282","2,800","2,641","1,426","1,320"
13-Jun-18,"5,487","5,273","2,795","2,637","1,424","1,318"
14-Jun-18,"5,505","5,292","2,805","2,646","1,428","1,323"
18-Jun-18,"5,433","5,222","2,768","2,611","1,409","1,306"
19-Jun-18,"5,432","5,221","2,767","2,610","1,409","1,305"
20-Jun-18,"5,404","5,193","2,753","2,597","1,402","1,298"
21-Jun-18,"5,393","5,184","2,747","2,592","1,399","1,296"
22-Jun-18,"5,396","5,186","2,749","2,593","1,400","1,297"
25-Jun-18,"5,404","5,192","2,753","2,596","1,402","1,298"
26-Jun-18,"5,398","5,191","2,750","2,595","1,400","1,298"
27-Jun-18,"5,374","5,164","2,738","2,582","1,394","1,291"
28-Jun-18,"5,365","5,159","2,733","2,579","1,392","1,290"
29-Jun-18,"5,356","5,150","2,728","2,575","1,389","1,287"
02-Jul-18,"5,362","5,153","2,731","2,577","1,391","1,288"
03-Jul-18,"5,329","5,121","2,715","2,560","1,383","1,280"
04-Jul-18,"5,393","5,183","2,748","2,592","1,399","1,296"
05-Jul-18,"5,391","5,183","2,747","2,592","1,399","1,296"
06-Jul-18,"5,397","5,185","2,749","2,593","1,400","1,296"
09-Jul-18,"5,379","5,170","2,740","2,585","1,396","1,293"
10-Jul-18,"5,372","5,162","2,737","2,581","1,394","1,290"
11-Jul-18,"5,369","5,161","2,735","2,581","1,393","1,290"
12-Jul-18,"5,328","5,123","2,714","2,562","1,382","1,281"
13-Jul-18,"5,345","5,137","2,723","2,568","1,387","1,284"
16-Jul-18,"5,331","5,124","2,716","2,562","1,383","1,281"
17-Jul-18,"5,323","5,114","2,712","2,557","1,381","1,279"
18-Jul-18,"5,283","5,074","2,691","2,537","1,370","1,269"
19-Jul-18,"5,279","5,076","2,689","2,538","1,370","1,269"
20-Jul-18,"5,273","5,068","2,686","2,534","1,368","1,267"
23-Jul-18,"5,296","5,090","2,698","2,545","1,374","1,273"
24-Jul-18,"5,274","5,069","2,687","2,535","1,368","1,267"
25-Jul-18,"5,280","5,075","2,690","2,537","1,370","1,269"
26-Jul-18,"5,297","5,091","2,698","2,545","1,374","1,273"
27-Jul-18,"5,282","5,077","2,691","2,538","1,370","1,269"
30-Jul-18,"5,270","5,065","2,685","2,533","1,367","1,266"
31-Jul-18,"5,262","5,057","2,681","2,529","1,365","1,264"
01-Aug-18,"5,278","5,074","2,689","2,537","1,369","1,268"
02-Aug-18,"5,254","5,050","2,676","2,525","1,363","1,263"
03-Aug-18,"5,234","5,030","2,666","2,515","1,358","1,258"
06-Aug-18,"5,253","5,046","2,676","2,523","1,363","1,262"
07-Aug-18,"5,236","5,033","2,668","2,516","1,358","1,258"
08-Aug-18,"5,238","5,034","2,668","2,517","1,359","1,258"
09-Aug-18,"5,245","5,043","2,672","2,522","1,361","1,261"
10-Aug-18,"5,251","5,050","2,675","2,525","1,362","1,262"
13-Aug-18,"5,257","5,052","2,678","2,526","1,364","1,263"
14-Aug-18,"5,181","4,981","2,639","2,490","1,344","1,245"
15-Aug-18,"5,190","4,988","2,644","2,494","1,346","1,247"
16-Aug-18,"5,103","4,906","2,599","2,453","1,324","1,227"
17-Aug-18,"5,104","4,906","2,600","2,453","1,324","1,227"
20-Aug-18,"5,155","4,949","2,626","2,474","1,337","1,237"
21-Aug-18,"5,179","4,978","2,638","2,489","1,344","1,245"
23-Aug-18,"5,179","4,978","2,638","2,489","1,344","1,245"
24-Aug-18,"5,159","4,961","2,628","2,480","1,338","1,240"
27-Aug-18,"5,239","5,036","2,669","2,518","1,359","1,259"
28-Aug-18,"5,261","5,059","2,680","2,529","1,365","1,265"
29-Aug-18,"5,234","5,033","2,666","2,516","1,358","1,258"
30-Aug-18,"5,249","5,045","2,674","2,523","1,362","1,261"
03-Sep-18,"5,243","5,035","2,671","2,517","1,360","1,259"
04-Sep-18,"5,264","5,061","2,682","2,530","1,366","1,265"
05-Sep-18,"5,236","5,033","2,668","2,516","1,358","1,258"
06-Sep-18,"5,271","5,066","2,685","2,533","1,367","1,267"
07-Sep-18,"5,281","5,076","2,690","2,538","1,370","1,269"
12-Sep-18,"5,271","5,065","2,685","2,532","1,367","1,266"
13-Sep-18,"5,298","5,094","2,699","2,547","1,374","1,273"
14-Sep-18,"5,284","5,080","2,692","2,540","1,371","1,270"
18-Sep-18,"5,272","5,068","2,686","2,534","1,368","1,267"
